
TABLESPACE           DATA_FILE                                          FILESYSTEM                  SIZE_MB                                                                                                                                                                                                 
-------------------- -------------------------------------------------- ------------------------- ---------                                                                                                                                                                                                 
** Script Output **  /swp/c1/prod/files/areafcp                         /dev/vg07/lvol5            61440000                                                                                                                                                                                                 
EDID_DATA            /ed12/oradata/EDOP/edid_data_127.dbf               /dev/vg_edop/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed12/oradata/EDOP/edid_data_128.dbf               /dev/vg_edop/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed12/oradata/EDOP/edid_data_144.dbf               /dev/vg_edop/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed12/oradata/EDOP/edid_data_145.dbf               /dev/vg_edop/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed12/oradata/EDOP/edid_data_146.dbf               /dev/vg_edop/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed12/oradata/EDOP/edid_data_147.dbf               /dev/vg_edop/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed12/oradata/EDOP/edid_data_157.dbf               /dev/vg_edop/lvol1           4194.3                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_129.dbf               /dev/vg_edop/lvol2          2516.58                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_130.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_131.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_132.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_133.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_134.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_135.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_136.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_137.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_138.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_139.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_140.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_141.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_142.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed13/oradata/EDOP/edid_data_143.dbf               /dev/vg_edop/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed14/oradata/EDOP/edid_data_150.dbf               /dev/vg_edop/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed14/oradata/EDOP/edid_data_151.dbf               /dev/vg_edop/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed14/oradata/EDOP/edid_data_152.dbf               /dev/vg_edop/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed14/oradata/EDOP/edid_data_153.dbf               /dev/vg_edop/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed14/oradata/EDOP/edid_data_154.dbf               /dev/vg_edop/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed14/oradata/EDOP/edid_data_155.dbf               /dev/vg_edop/lvol3          3565.16                                                                                                                                                                                                 
EDID_DATA            /ed14/oradata/EDOP/edid_data_156.dbf               /dev/vg_edop/lvol3           4194.3                                                                                                                                                                                                 
EDID_DATA            /ed14/oradata/EDOP/edid_data_160.dbf               /dev/vg_edop/lvol3           4194.3                                                                                                                                                                                                 
EDID_DATA            /ed14/oradata/EDOP/edid_data_161.dbf               /dev/vg_edop/lvol3           4194.3                                                                                                                                                                                                 
EDID_DATA            /ed15/oradata/EDOP/edid_data_162.dbf               /dev/vg_edop/lvol4           4194.3                                                                                                                                                                                                 
EDID_DATA            /ed15/oradata/EDOP/edid_data_163.dbf               /dev/vg_edop/lvol4           4194.3                                                                                                                                                                                                 
EDID_DATA            /ed15/oradata/EDOP/edid_data_164.dbf               /dev/vg_edop/lvol4           4194.3                                                                                                                                                                                                 
EDID_DATA            /ed15/oradata/EDOP/edid_data_165.dbf               /dev/vg_edop/lvol4           4194.3                                                                                                                                                                                                 
EDID_DATA            /ed15/oradata/EDOP/edid_data_166.dbf               /dev/vg_edop/lvol4           4194.3                                                                                                                                                                                                 
EDID_DATA            /ed15/oradata/EDOP/edid_data_167.dbf               /dev/vg_edop/lvol4          3565.16                                                                                                                                                                                                 
EDID_DATA            /ed16/oradata/EDOP/edid_data_168.dbf               /dev/vg_edop/lvol5          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed16/oradata/EDOP/edid_data_169.dbf               /dev/vg_edop/lvol5          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed16/oradata/EDOP/edid_data_170.dbf               /dev/vg_edop/lvol5          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed16/oradata/EDOP/edid_data_171.dbf               /dev/vg_edop/lvol5          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed16/oradata/EDOP/edid_data_172.dbf               /dev/vg_edop/lvol5          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed16/oradata/EDOP/edid_data_173.dbf               /dev/vg_edop/lvol5          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed16/oradata/EDOP/edid_data_174.dbf               /dev/vg_edop/lvol5          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed16/oradata/EDOP/edid_data_175.dbf               /dev/vg_edop/lvol5          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed16/oradata/EDOP/edid_data_176.dbf               /dev/vg_edop/lvol5          3565.16                                                                                                                                                                                                 
